percent-small-packet,percent-medium-packet,percent-big-packet,average-payload,stamp
0.601,0.394,0.000394,167.065,2
0.719,0.277,0.000277,147.486,2
0.633,0.361,0.000361,164.635,2
0.646,0.348,0.000348,165.389,2
0.656,0.343,0.000343,153.652,2
0.715,0.279,0.000279,152.826,2
0.673,0.323,0.000323,157.585,2
0.68,0.314,0.000314,157.837,2
0.681,0.314,0.000314,159.354,2
0.656,0.336,0.000336,165.052,2
0.62,0.374,0.000374,170.13,2
0.685,0.312,0.000312,153.816,2
0.72,0.273,0.000273,156.856,2
0.699,0.295,0.000295,159.283,2
0.69,0.306,0.000306,155.122,2
0.67,0.325,0.000325,158.592,2
0.67,0.319,0.000319,168.423,2
0.617,0.376,0.000376,171.127,2
0.708,0.289,0.000289,151.653,2
0.697,0.298,0.000298,156.514,2
0.692,0.299,0.000299,163.146,2
0.649,0.348,0.000348,157.319,2
0.649,0.346,0.000346,163.144,2
0.627,0.367,0.000367,168.549,2
0.706,0.29,0.00029,152.403,2
0.708,0.285,0.000285,158.422,2
0.698,0.296,0.000296,156.372,2
0.66,0.337,0.000337,156.863,2
0.664,0.334,0.000334,157.738,2
0.639,0.359,0.000359,156.569,2
0.65,0.348,0.000348,157.323,2
0.69,0.308,0.000308,152.096,2
0.675,0.321,0.000321,154.45,2
0.644,0.353,0.000353,158.452,2
0.651,0.345,0.000345,157.074,2
0.627,0.37,0.00037,160.069,2
0.635,0.36,0.00036,164.696,2
0.688,0.305,0.000305,154.65,2
0.65,0.348,0.000348,159.387,2
0.7,0.297,0.000297,151.038,2
0.676,0.318,0.000318,156.73,2
0.643,0.351,0.000351,163.307,2
0.666,0.33,0.00033,159.051,2
0.666,0.331,0.000331,155.57,2
0.697,0.297,0.000297,157.999,2
0.679,0.313,0.000313,163.351,2
0.673,0.322,0.000322,158.775,2
0.61,0.382,0.000382,176.614,2
0.684,0.314,0.000314,150.186,2
0.71,0.285,0.000285,154.226,2
0.688,0.307,0.000307,157.198,2
0.676,0.316,0.000316,163.229,2
0.659,0.338,0.000338,159.168,2
0.588,0.407,0.000407,171.291,2
0.698,0.299,0.000299,150.27,2
0.68,0.314,0.000314,161.443,2
0.679,0.31,0.00031,167.676,2
0.707,0.286,0.000286,156.934,2
0.643,0.353,0.000353,164.638,2
0.684,0.31,0.00031,160.101,2
0.689,0.308,0.000308,152.553,2
0.684,0.311,0.000311,156.797,2
0.707,0.274,0.000274,171.33,2
0.707,0.285,0.000285,156.705,2
0.623,0.373,0.000373,167.777,2
0.716,0.282,0.000282,146.189,2
0.66,0.337,0.000337,155.608,2
0.639,0.358,0.000358,158.864,2
0.669,0.328,0.000328,154.927,2
0.61,0.386,0.000386,164.956,2
0.601,0.395,0.000395,166.219,2
0.7,0.295,0.000295,152.269,2
0.656,0.341,0.000341,157.977,2
0.67,0.325,0.000325,156.643,2
0.669,0.327,0.000327,157.078,2
0.612,0.385,0.000385,165.448,2
0.681,0.315,0.000315,155.685,2
0.624,0.373,0.000373,158.676,2
0.678,0.314,0.000314,161.77,2
0.667,0.327,0.000327,158.247,2
0.635,0.357,0.000357,170.982,2
0.691,0.307,0.000307,154.87,2
0.697,0.3,0.0003,154.015,2
0.682,0.313,0.000313,157.979,2
0.684,0.298,0.000298,172.288,2
0.639,0.353,0.000353,167.914,2
0.652,0.346,0.000346,157.691,2
0.723,0.273,0.000273,149.443,2
0.687,0.307,0.000307,161.877,2
0.67,0.32,0.00032,169.32,2
0.686,0.296,0.000296,173.505,2
0.636,0.358,0.000358,165.065,2
0.735,0.26,0.00026,151.363,2
0.692,0.301,0.000301,161.636,2
0.653,0.343,0.000343,158.407,2
0.607,0.389,0.000389,168.58,2
0.659,0.34,0.00034,157.131,2
0.734,0.255,0.000255,159.267,2
0.645,0.351,0.000351,159.616,2
0.646,0.349,0.000349,162.856,2
0.588,0.407,0.000407,171.645,2
0.716,0.28,0.00028,148.734,2
0.68,0.291,0.000291,185.769,2
0.682,0.313,0.000313,155.002,2
0.645,0.351,0.000351,159.472,2
0.647,0.349,0.000349,161.079,2
0.599,0.397,0.000397,170.506,2
0.72,0.278,0.000278,145.987,2
0.682,0.315,0.000315,154.739,2
0.648,0.346,0.000346,161.485,2
0.605,0.391,0.000391,165.685,2
0.622,0.372,0.000372,165.819,2
0.721,0.276,0.000276,147.292,2
0.665,0.332,0.000332,156.192,2
0.645,0.349,0.000349,162.634,2
0.624,0.37,0.00037,169.834,2
0.659,0.339,0.000339,159.523,2
0.713,0.279,0.000279,159.302,2
0.67,0.326,0.000326,157.125,2
0.632,0.362,0.000362,166.029,2
0.625,0.371,0.000371,164.034,2
0.72,0.276,0.000276,150.28,2
0.655,0.341,0.000341,160.994,2
0.644,0.351,0.000351,160.972,2
0.6,0.394,0.000394,172.531,2
0.702,0.296,0.000296,148.899,2
0.692,0.304,0.000304,153.386,2
0.64,0.357,0.000357,158.687,2
0.6,0.396,0.000396,164.944,2
0.646,0.35,0.00035,159.246,2
0.654,0.314,0.000314,193.886,2
0.652,0.344,0.000344,162.287,2
0.67,0.327,0.000327,159.411,2
0.676,0.319,0.000319,157.558,2
0.648,0.348,0.000348,161.75,2
0.636,0.362,0.000362,157.956,2
0.714,0.283,0.000283,150.299,2
0.682,0.313,0.000313,155.972,2
0.643,0.349,0.000349,167.532,2
0.674,0.324,0.000324,154.146,2
0.692,0.305,0.000305,153.594,2
0.678,0.311,0.000311,169.389,2
0.688,0.306,0.000306,157.266,2
0.605,0.391,0.000391,166.932,2
0.682,0.316,0.000316,151.064,2
0.618,0.379,0.000379,165.185,2
0.647,0.349,0.000349,157.834,2
0.604,0.392,0.000392,168.308,2
0.724,0.271,0.000271,150.631,2
0.63,0.369,0.000369,158.211,2
0.644,0.35,0.00035,164.114,2
0.606,0.389,0.000389,166.984,2
0.717,0.282,0.000282,146.581,2
0.693,0.302,0.000302,157.681,2
0.658,0.335,0.000335,161.214,2
0.635,0.36,0.00036,163.785,2
0.644,0.353,0.000353,160.543,2
0.687,0.308,0.000308,157.534,2
0.666,0.327,0.000327,162.994,2
0.603,0.388,0.000388,176.639,2
0.699,0.299,0.000299,149.519,2
0.696,0.3,0.0003,155.542,2
0.658,0.335,0.000335,164.034,2
0.792,0.203,0.000203,131.075,2
0.703,0.289,0.000289,160.833,2
0.658,0.335,0.000335,160.552,2
0.623,0.374,0.000374,162.921,2
0.72,0.272,0.000272,155.365,2
0.685,0.311,0.000311,156.044,2
0.637,0.354,0.000354,168.113,2
0.69,0.28,0.00028,187.027,2
0.698,0.299,0.000299,152.735,2
0.677,0.318,0.000318,159.565,2
0.683,0.312,0.000312,157.033,2
0.603,0.39,0.00039,172.943,2
0.717,0.281,0.000281,146.818,2
0.674,0.321,0.000321,159.053,2
0.691,0.304,0.000304,156.695,2
0.635,0.362,0.000362,160.458,2
0.718,0.277,0.000277,152.184,2
0.671,0.324,0.000324,160.801,2
0.645,0.351,0.000351,162.594,2
0.682,0.313,0.000313,156.377,2
0.664,0.333,0.000333,158.078,2
0.675,0.322,0.000322,154.975,2
0.623,0.373,0.000373,165.457,2
0.709,0.283,0.000283,153.387,2
0.675,0.3,0.0003,182.13,2
0.608,0.39,0.00039,161.032,2
0.672,0.324,0.000324,155.625,2
0.592,0.405,0.000405,167.297,2
0.68,0.318,0.000318,151.901,2
0.648,0.346,0.000346,164.243,2
0.642,0.351,0.000351,165.359,2
0.635,0.363,0.000363,157.47,2
0.715,0.282,0.000282,150.04,2
0.672,0.32,0.00032,161.117,2
0.65,0.345,0.000345,163.073,2
0.635,0.361,0.000361,160.744,2
0.667,0.33,0.00033,156.074,2
0.699,0.297,0.000297,154.816,2
0.583,0.409,0.000409,178.041,2
0.736,0.259,0.000259,148.688,2
0.677,0.319,0.000319,156.427,2
0.638,0.355,0.000355,167.477,2
0.628,0.362,0.000362,170.281,2
0.689,0.307,0.000307,156.573,2
0.686,0.309,0.000309,156.462,2
0.607,0.383,0.000383,176.924,2
0.702,0.295,0.000295,151.011,2
0.675,0.32,0.00032,157.199,2
0.675,0.319,0.000319,161.178,2
0.634,0.364,0.000364,159.09,2
0.699,0.293,0.000293,161.613,2
0.663,0.332,0.000332,159.805,2
0.605,0.388,0.000388,175.696,2
0.693,0.305,0.000305,152.413,2
0.702,0.29,0.00029,159.028,2
0.655,0.34,0.00034,162.593,2
0.613,0.381,0.000381,171.512,2
0.703,0.295,0.000295,149.504,2
0.679,0.312,0.000312,164.272,2
0.625,0.371,0.000371,163.948,2
0.715,0.283,0.000283,148.09,2
0.694,0.302,0.000302,156.17,2
0.62,0.374,0.000374,165.746,2
0.655,0.341,0.000341,158.74,2
0.621,0.377,0.000377,164.039,2
0.66,0.337,0.000337,156.77,2
0.65,0.345,0.000345,160.282,2
0.643,0.352,0.000352,164.38,2
0.648,0.35,0.00035,158.286,2
0.674,0.311,0.000311,167.186,2
0.634,0.361,0.000361,163.715,2
0.652,0.342,0.000342,159.726,2
0.65,0.348,0.000348,156.961,2
0.635,0.36,0.00036,162.513,2
0.585,0.41,0.00041,172.987,2
0.746,0.248,0.000248,149.108,2
0.687,0.306,0.000306,159.64,2
0.607,0.389,0.000389,168.554,2
0.703,0.295,0.000295,149.413,2
0.687,0.299,0.000299,171.259,2
0.676,0.317,0.000317,162.508,2
0.63,0.366,0.000366,164.532,2
0.7,0.295,0.000295,155.598,2
0.697,0.295,0.000295,159.307,2
0.608,0.388,0.000388,166.941,2
0.737,0.257,0.000257,152.01,2
0.665,0.33,0.00033,160.524,2
0.593,0.4,0.0004,174.253,2
0.729,0.268,0.000268,146.288,2
0.693,0.298,0.000298,160.944,2
0.594,0.395,0.000395,180.28,2
0.718,0.276,0.000276,149.402,2
0.654,0.339,0.000339,163.83,2
0.657,0.337,0.000337,163.441,2
0.623,0.371,0.000371,168.025,2
0.712,0.281,0.000281,156.282,2
0.678,0.319,0.000319,153.818,2
0.613,0.383,0.000383,168.138,2
0.689,0.31,0.00031,147.148,2
0.681,0.315,0.000315,155.879,2
0.635,0.362,0.000362,160.807,2
0.654,0.342,0.000342,159.618,2
0.657,0.341,0.000341,156.34,2
0.632,0.361,0.000361,165.454,2
0.631,0.366,0.000366,160.632,2
0.672,0.324,0.000324,159.166,2
0.684,0.312,0.000312,153.761,2
0.622,0.376,0.000376,160.278,2
0.737,0.249,0.000249,159.728,2
0.622,0.374,0.000374,163.746,2
0.628,0.366,0.000366,166.552,2
0.723,0.274,0.000274,147.568,2
0.65,0.343,0.000343,166.511,2
0.62,0.375,0.000375,166.844,2
0.693,0.304,0.000304,152.038,2
0.698,0.293,0.000293,162.967,2
0.658,0.337,0.000337,163.973,2
0.658,0.34,0.00034,159.3,2
0.701,0.285,0.000285,168.727,2
0.696,0.291,0.000291,163.559,2
0.623,0.375,0.000375,162.811,2
0.708,0.286,0.000286,157.307,2
0.681,0.315,0.000315,153.858,2
0.61,0.383,0.000383,173.615,2
0.723,0.27,0.00027,156.502,2
0.644,0.319,0.000319,200.724,2
0.697,0.299,0.000299,153.1,2
0.572,0.424,0.000424,169.379,2
0.726,0.271,0.000271,146.546,2
0.603,0.394,0.000394,165.39,2
0.625,0.371,0.000371,162.85,2
0.663,0.336,0.000336,153.441,2
0.66,0.336,0.000336,156.708,2
0.618,0.378,0.000378,161.885,2
0.674,0.322,0.000322,155.442,2
0.663,0.336,0.000336,152.48,2
0.647,0.349,0.000349,158.508,2
0.62,0.376,0.000376,163.178,2
0.686,0.313,0.000313,151.739,2
0.616,0.378,0.000378,166.176,2
0.637,0.359,0.000359,157.688,2
0.649,0.35,0.00035,158.173,2
0.618,0.379,0.000379,162.425,2
0.618,0.377,0.000377,162.175,2
0.64,0.358,0.000358,157.223,2
0.633,0.361,0.000361,164.033,2
0.635,0.36,0.00036,160.461,2
0.617,0.381,0.000381,161.936,2
0.705,0.292,0.000292,151.054,2
0.659,0.336,0.000336,159.435,2
0.644,0.351,0.000351,159.498,2
0.706,0.288,0.000288,159.115,2
0.651,0.345,0.000345,158.654,2
0.629,0.366,0.000366,164.115,2
0.648,0.35,0.00035,160.795,2
0.651,0.341,0.000341,164.965,2
0.596,0.402,0.000402,165.926,2
0.7,0.295,0.000295,153.375,2
0.672,0.319,0.000319,166.467,2
0.632,0.365,0.000365,164.5,2
0.671,0.325,0.000325,156.199,2
0.703,0.293,0.000293,153.678,2
